dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,num_epochs,num_neurons,num_topics,optimizer,rho,t_hidden_size,Coherence(not optimized),Topic diversity(not optimized)
dataset_name,RF,LCB,0,14.571406364440918,0.06263836015289169,0.06263836015289169,0.0,sigmoid,0.7910004306992118,128,200,30,adagrad,285,500,0.036636775920553345,0.03333333333333333
dataset_name,RF,LCB,1,6.458444595336914,0.07422047942671867,0.07611489507284737,0.002691328663281824,relu,0.7055276827236003,357,200,30,rmsprop,245,775,0.02680461543074104,0.04
dataset_name,RF,LCB,2,61.22023844718933,0.3750231296412578,0.3753507793820449,0.0017920210917029527,relu,0.3077499918792237,137,100,30,asgd,296,487,-0.5265046261914166,0.91
dataset_name,RF,LCB,3,9.394788265228271,0.06263836015289169,0.06263836015289169,0.0,softplus,0.7038436422927611,191,200,30,adam,553,784,0.036636775920553345,0.03333333333333333
dataset_name,RF,LCB,4,127.74509024620056,0.39806630966306195,0.3978263212202477,0.0009817032348853041,softplus,0.9003794997111229,274,100,30,asgd,367,471,-0.4432234922978024,0.7033333333333334
dataset_name,RF,LCB,5,156.36100578308105,0.3965011618757523,0.39496648631737735,0.0028151453735809698,sigmoid,0.6877274763703004,252,200,30,asgd,215,981,-0.44406650299964523,0.6966666666666667
dataset_name,RF,LCB,6,192.3405158519745,0.38127695005209866,0.3785789490455769,0.008068463755770508,softplus,0.15088457607405992,351,100,30,asgd,293,786,-0.26280983013859427,0.37
dataset_name,RF,LCB,7,110.36550045013428,0.3878548642635143,0.3873296541913644,0.005055692013347529,softplus,0.28621675377238986,240,100,30,asgd,388,440,-0.4735598021537951,0.7366666666666667
dataset_name,RF,LCB,8,155.75167632102966,0.39536796310514044,0.3966896717137323,0.002588284509793674,softplus,0.9423248819517199,261,100,30,asgd,215,777,-0.4327177170820135,0.68
dataset_name,RF,LCB,9,240.58286666870117,0.3822905939188721,0.38260624781026037,0.004017174408998051,softplus,0.927267815220398,373,300,30,asgd,207,911,-0.25495089063720094,0.39
